,000300.SH
2013/3/22,2618.308
2013/3/29,2495.083
2013/4/3,2483.547
2013/4/12,2462.112
2013/4/19,2533.827
2013/4/26,2447.306
2013/5/3,2492.912
2013/5/10,2540.836
2013/5/17,2592.048
2013/5/24,2597.228
2013/5/31,2606.426
2013/6/7,2484.16
2013/6/14,2416.771
2013/6/21,2317.394
2013/6/28,2200.639
2013/7/5,2226.849
2013/7/12,2275.373
2013/7/19,2190.478
2013/7/26,2224.008
2013/8/2,2247.263
2013/8/9,2286.01
2013/8/16,2304.144
2013/8/23,2286.929
2013/8/30,2313.91
2013/9/6,2357.782
2013/9/13,2488.902
2013/9/18,2432.51
2013/9/27,2394.971
2013/9/30,2409.037
2013/10/11,2468.508
2013/10/18,2426.054
2013/10/25,2368.559
2013/11/1,2384.96
2013/11/8,2307.945
2013/11/15,2350.734
2013/11/22,2397.962
2013/11/29,2438.944
2013/12/6,2452.287
2013/12/13,2406.639
2013/12/20,2278.136
2013/12/27,2303.478
2014/1/3,2290.779
2014/1/10,2204.851
2014/1/17,2178.488
2014/1/24,2245.678
2014/1/30,2202.45
2014/2/7,2212.483
2014/2/14,2295.575
2014/2/21,2264.294
2014/2/28,2178.971
2014/3/7,2168.358
2014/3/14,2122.836
2014/3/21,2158.798
2014/3/28,2151.965
2014/4/4,2185.472
2014/4/11,2270.666
2014/4/18,2224.479
2014/4/25,2167.826
2014/4/30,2158.659
2014/5/9,2133.911
2014/5/16,2145.952
2014/5/23,2148.414
2014/5/30,2156.464
2014/6/6,2134.716
2014/6/13,2176.242
2014/6/20,2136.729
2014/6/27,2150.258
2014/7/4,2178.695
2014/7/11,2148.009
2014/7/18,2164.144
2014/7/25,2260.454
2014/8/1,2329.402
2014/8/8,2331.134
2014/8/15,2360.635
2014/8/22,2365.364
2014/8/29,2338.287
2014/9/5,2449.259
2014/9/12,2438.358
2014/9/19,2425.211
2014/9/26,2437.201
2014/9/30,2450.988
2014/10/10,2466.789
2014/10/17,2441.732
2014/10/24,2390.706
2014/10/31,2508.325
2014/11/7,2502.153
2014/11/14,2581.093
2014/11/21,2583.455
2014/11/28,2808.819
2014/12/5,3124.885
2014/12/12,3193.227
2014/12/19,3383.167
2014/12/26,3445.839
2014/12/31,3533.705
2015/1/9,3546.723
2015/1/16,3635.146
2015/1/23,3571.732
2015/1/30,3434.39
2015/2/6,3312.42
2015/2/13,3469.828
2015/2/17,3522.322
2015/2/27,3572.843
2015/3/6,3478.52
2015/3/13,3617.657
2015/3/20,3892.574
2015/3/27,3971.697
2015/4/3,4170.538
2015/4/10,4344.416
2015/4/17,4596.136
2015/4/24,4702.641
2015/4/30,4749.886
2015/5/8,4558.404
2015/5/15,4617.47
2015/5/22,4951.335
2015/5/29,4840.829
2015/6/5,5230.552
2015/6/12,5335.1151
2015/6/19,4637.0517
2015/6/26,4336.1947
2015/7/3,3885.9169
2015/7/10,4106.5561
2015/7/17,4151.4956
2015/7/24,4176.2787
2015/7/31,3816.6993
2015/8/7,3906.9448
2015/8/14,4073.54
2015/8/21,3589.5358
2015/8/28,3342.2863
2015/9/2,3365.8318
2015/9/11,3347.1878
2015/9/18,3251.2732
2015/9/25,3231.9514
2015/9/30,3202.9475
2015/10/9,3340.1159
2015/10/16,3534.0653
2015/10/23,3571.2411
2015/10/30,3534.0788
2015/11/6,3793.3739
2015/11/13,3746.2422
2015/11/20,3774.3833
2015/11/27,3556.9924
2015/12/4,3677.5922
2015/12/11,3608.0587
2015/12/18,3767.9128
2015/12/25,3838.201
2015/12/31,3731.0047
2016/1/8,3361.5632
2016/1/15,3118.7301
2016/1/22,3113.4626
2016/1/29,2946.0902
2016/2/5,2963.7894
2016/2/19,3051.585
2016/2/26,2948.0306
2016/3/4,3093.8895
2016/3/11,3018.2844
2016/3/18,3171.963
2016/3/25,3197.8169
2016/4/1,3221.8948
2016/4/8,3185.7258
2016/4/15,3272.2053
2016/4/22,3174.9012
