,刘天君历史收益,刘青山历史收益,王鹏辉历史收益,朱平历史收益,余定恒历史收益,千象历史收益
2015-03-13,2.371747212,2.722524451,3.101731753,1.765945216,1.919727574,3.771043898
2015-03-20,2.485315985,2.841196231,3.211596438,1.83034734,1.903617972,3.676465576
2015-03-27,2.716356877,3.07271322,3.42999369,1.968862683,1.906111125,3.710599106
2015-04-03,2.841263941,3.19640893,3.451167356,2.057818363,1.904193315,3.751132672
2015-04-10,3.119516729,3.385267101,3.676155087,2.214111136,1.898823448,3.774243916
2015-04-17,3.2633829,3.500639139,3.837656874,2.269638883,1.895946733,3.760021612
2015-04-24,3.081598513,3.347453848,3.854203183,2.207219119,1.894412485,3.698510147
2015-05-01,3.248141264,3.62626713,3.866753137,2.303024083,1.897864543,3.776377262
2015-05-08,3.29739777,3.922560124,3.930940195,2.309360395,1.920111136,3.800199621
2015-05-15,3.317182156,4.027646482,3.861459721,2.344618541,1.90515222,3.856022164
2015-05-22,3.435888476,4.326258212,3.899179696,2.527783641,1.927207032,3.829355344
2015-05-29,3.630434944,4.690775588,4.236030288,2.828424355,1.944850882,3.859933297
2015-06-05,3.693085502,4.602752757,4.243987941,2.875605295,1.944850882,3.814777482
2015-06-12,3.838171004,5.012069324,4.600014022,3.119554235,1.948878282,3.804466312
2015-06-19,3.94698513,5.054133595,4.70788053,3.159532666,1.950604311,3.881977869
2015-06-26,3.580973978,4.23939475,4.015669915,2.690081677,1.952138559,3.961267213
2015-07-03,3.396319703,3.74939802,3.693367454,2.391044006,1.950220749,3.950244928
2015-07-10,3.396319703,3.11477749,3.228142747,1.992860373,1.941590605,4.287313532
2015-07-17,3.106148699,2.884033414,3.287702447,1.911785551,1.952522121,4.267757864
2015-07-24,3.201773234,3.116323315,3.564993339,2.063525403,1.949261844,4.348824996
2015-07-31,3.218260223,3.430066292,3.673525906,2.180997686,1.95233034,4.379047392
2015-08-07,3.152312268,3.05350932,3.369101872,1.991745641,1.934302928,4.249624426
2015-08-14,3.162204461,3.043818187,3.471674963,2.06841427,1.94043992,4.607670929
2015-08-21,3.188583643,3.267754689,3.631178574,2.119540683,1.941782386,4.604115353
2015-08-28,2.990739777,2.905764143,3.16658487,1.930564822,1.947152254,4.591670837
2015-09-04,2.91160223,2.905764143,3.007782374,1.825886947,1.954823493,4.738160568
2015-09-11,2.842356877,2.905764143,2.864825072,1.735483694,1.978604334,4.766249618
2015-09-18,2.829167286,2.894141086,2.946890556,1.836151653,1.973618028,4.708649287
2015-09-25,2.829167286,2.859271917,2.880705321,1.797769772,1.967864599,4.751671756
2015-10-02,2.832464684,2.88251803,2.960772628,1.811137818,1.983974201,4.93336169
2015-10-09,2.832464684,2.888329558,2.960772628,1.836864071,1.989919411,4.872916898
2015-10-16,2.832464684,2.917387199,3.111021524,1.90436327,2.00142627,4.792916438
2015-10-23,2.835762082,2.960973662,3.277781673,2.017760825,2.001234489,4.696204771
2015-10-30,2.842356877,2.946444841,3.316833766,2.057568757,2.001042708,4.668115721
2015-11-06,2.842356877,2.963879426,3.290997686,2.047617484,1.99950846,4.703671481
2015-11-13,2.852249071,2.963879426,3.446539999,2.12478798,2.003535861,4.668115721
2015-11-20,2.855546468,2.992937067,3.557701746,2.145673841,2.004878328,4.664560145
2015-11-27,2.858843866,3.021994709,3.606674613,2.191056889,2.007563261,4.572826284
2015-12-04,2.845654275,2.905764143,3.463086307,2.109495671,1.981289267,4.580292994
2015-12-11,2.83679198,2.8628067,3.336383273,2.076663787,1.982716606,4.555163549
2015-12-18,2.885963422,2.945653197,3.336383273,2.140890797,1.981289267,4.58571307
2015-12-25,2.879388171,2.954858363,3.336383273,2.153680628,1.986570422,4.62628152
2015-12-31,2.825356761,2.918037698,3.336383273,2.133318586,1.985999486,4.644676931
2016-01-08,2.661261367,2.786096982,3.336383273,1.99389805,1.980147396,4.570602554
2016-01-15,2.622095742,2.724729207,3.336383273,1.891907489,1.97443804,4.622339646
2016-01-22,2.619522817,2.703250486,3.336383273,1.895138032,1.979719195,4.591133146
2016-01-29,2.601226467,2.660293043,3.336383273,1.799995403,1.983144808,4.614291654
